Data,Turma,Motivo
18/3/2017,Gestão comercial 4,não se identificou com o curso
18/3/2017,Análise e desenvolvimento de sistemas 3,rescisão contratual do aluno com a empresa
19/3/2017,Segurança da informação 2,não se identificou com o curso
19/3/2017,Análise e desenvolvimento de sistemas 4,reprovação por falta
19/3/2017,Logistica 4,não se identificou com o curso
19/3/2017,Jogos digitais 3,rescisão contratual do aluno com a empresa
20/3/2017,Análise e desenvolvimento de sistemas 3,não se identificou com o curso
20/3/2017,Gestão da Tecnologia da informação 3,reprovação por falta
20/3/2017,Gestão comercial 1,não se identificou com o curso
20/3/2017,Análise e desenvolvimento de sistemas 3,rescisão contratual do aluno com a empresa
21/3/2017,Logistica 3,não se identificou com o curso
21/3/2017,Segurança da informação 4,reprovação por falta
21/3/2017,Logistica 1,não se identificou com o curso
21/3/2017,Designer 3,rescisão contratual do aluno com a empresa
22/3/2017,Designer 1,não se identificou com o curso
22/3/2017,Análise e desenvolvimento de sistemas 2,reprovação por falta
22/3/2017,Jogos digitais 1,não se identificou com o curso
22/3/2017,Segurança da informação 2,rescisão contratual do aluno com a empresa
23/3/2017,Jogos digitais 5,não se identificou com o curso
23/3/2017,Segurança da informação 2,reprovação por falta
23/3/2017,Jogos digitais 5,não se identificou com o curso
23/3/2017,Logistica 1,rescisão contratual do aluno com a empresa
24/3/2017,Logistica 4,não se identificou com o curso
24/3/2017,Análise e desenvolvimento de sistemas 2,reprovação por falta
24/3/2017,Gestão comercial 1,não se identificou com o curso
24/3/2017,Designer 2,rescisão contratual do aluno com a empresa
25/3/2017,Análise e desenvolvimento de sistemas 4,não se identificou com o curso
25/3/2017,Gestão da Tecnologia da informação 4,reprovação por falta
25/3/2017,Jogos digitais 5,não se identificou com o curso
25/3/2017,Gestão comercial 2,rescisão contratual do aluno com a empresa
26/3/2017,Gestão da Tecnologia da informação 2,não se identificou com o curso
26/3/2017,Logistica 3,reprovação por falta
26/3/2017,Designer 3,não se identificou com o curso
26/3/2017,Gestão comercial 4,rescisão contratual do aluno com a empresa
27/3/2017,Gestão comercial 1,não se identificou com o curso
27/3/2017,Jogos digitais 2,reprovação por falta
27/3/2017,Segurança da informação 4,não se identificou com o curso
27/3/2017,Gestão comercial 2,rescisão contratual do aluno com a empresa
28/3/2017,Gestão comercial 4,não se identificou com o curso
28/3/2017,Segurança da informação 4,reprovação por falta
28/3/2017,Análise e desenvolvimento de sistemas 3,não se identificou com o curso
28/3/2017,Análise e desenvolvimento de sistemas 3,rescisão contratual do aluno com a empresa
29/3/2017,Gestão comercial 3,não se identificou com o curso
29/3/2017,Gestão comercial 2,reprovação por falta
29/3/2017,Análise e desenvolvimento de sistemas 4,não se identificou com o curso
29/3/2017,Designer 3,rescisão contratual do aluno com a empresa
30/3/2017,Logistica 1,não se identificou com o curso
30/3/2017,Análise e desenvolvimento de sistemas 2,reprovação por falta
30/3/2017,Gestão da Tecnologia da informação 3,não se identificou com o curso
30/3/2017,Jogos digitais 3,rescisão contratual do aluno com a empresa
31/3/2017,Jogos digitais 4,não se identificou com o curso
31/3/2017,Gestão da Tecnologia da informação 1,reprovação por falta
31/3/2017,Segurança da informação 1,não se identificou com o curso
31/3/2017,Designer 1,rescisão contratual do aluno com a empresa
1/4/2017,Designer 2,não se identificou com o curso
1/4/2017,Segurança da informação 1,reprovação por falta
1/4/2017,Segurança da informação 3,não se identificou com o curso
1/4/2017,Jogos digitais 2,rescisão contratual do aluno com a empresa
2/4/2017,Segurança da informação 3,não se identificou com o curso
2/4/2017,Jogos digitais 2,reprovação por falta
2/4/2017,Designer 3,não se identificou com o curso
2/4/2017,Análise e desenvolvimento de sistemas 1,rescisão contratual do aluno com a empresa
3/4/2017,Segurança da informação 1,não se identificou com o curso
3/4/2017,Jogos digitais 2,reprovação por falta
3/4/2017,Gestão comercial 3,não se identificou com o curso
3/4/2017,Gestão comercial 1,rescisão contratual do aluno com a empresa
4/4/2017,Jogos digitais 4,não se identificou com o curso
4/4/2017,Gestão da Tecnologia da informação 1,reprovação por falta
4/4/2017,Designer 4,não se identificou com o curso
4/4/2017,Gestão da Tecnologia da informação 3,rescisão contratual do aluno com a empresa
5/4/2017,Análise e desenvolvimento de sistemas 4,não se identificou com o curso
5/4/2017,Designer 2,reprovação por falta
5/4/2017,Designer 1,não se identificou com o curso
5/4/2017,Designer 4,rescisão contratual do aluno com a empresa
6/4/2017,Logistica 1,não se identificou com o curso
6/4/2017,Designer 2,reprovação por falta
6/4/2017,Segurança da informação 3,não se identificou com o curso
6/4/2017,Gestão da Tecnologia da informação 2,rescisão contratual do aluno com a empresa
7/4/2017,Gestão comercial 2,não se identificou com o curso
7/4/2017,Análise e desenvolvimento de sistemas 3,reprovação por falta
7/4/2017,Gestão comercial 2,não se identificou com o curso
7/4/2017,Logistica 2,rescisão contratual do aluno com a empresa
8/4/2017,Gestão comercial 2,não se identificou com o curso
8/4/2017,Gestão da Tecnologia da informação 1,reprovação por falta
8/4/2017,Logistica 3,não se identificou com o curso
8/4/2017,Logistica 3,rescisão contratual do aluno com a empresa
9/4/2017,Análise e desenvolvimento de sistemas 4,não se identificou com o curso
9/4/2017,Gestão da Tecnologia da informação 3,reprovação por falta
9/4/2017,Segurança da informação 4,não se identificou com o curso
9/4/2017,Jogos digitais 1,rescisão contratual do aluno com a empresa
10/4/2017,Logistica 3,não se identificou com o curso
10/4/2017,Análise e desenvolvimento de sistemas 4,reprovação por falta
10/4/2017,Análise e desenvolvimento de sistemas 2,não se identificou com o curso
10/4/2017,Gestão da Tecnologia da informação 1,rescisão contratual do aluno com a empresa
11/4/2017,Segurança da informação 3,não se identificou com o curso
11/4/2017,Jogos digitais 1,reprovação por falta
11/4/2017,Designer 3,não se identificou com o curso
11/4/2017,Gestão comercial 2,rescisão contratual do aluno com a empresa
12/4/2017,Gestão da Tecnologia da informação 3,não se identificou com o curso
12/4/2017,Análise e desenvolvimento de sistemas 2,reprovação por falta
12/4/2017,Jogos digitais 4,não se identificou com o curso
12/4/2017,Análise e desenvolvimento de sistemas 2,rescisão contratual do aluno com a empresa
13/4/2017,Designer 1,não se identificou com o curso
13/4/2017,Gestão da Tecnologia da informação 4,reprovação por falta
13/4/2017,Gestão da Tecnologia da informação 4,não se identificou com o curso
13/4/2017,Jogos digitais 3,rescisão contratual do aluno com a empresa
14/4/2017,Análise e desenvolvimento de sistemas 3,não se identificou com o curso
14/4/2017,Gestão comercial 3,reprovação por falta
14/4/2017,Segurança da informação 2,não se identificou com o curso
14/4/2017,Logistica 1,rescisão contratual do aluno com a empresa
15/4/2017,Jogos digitais 5,não se identificou com o curso
15/4/2017,Logistica 4,reprovação por falta
15/4/2017,Jogos digitais 4,não se identificou com o curso
15/4/2017,Gestão da Tecnologia da informação 4,rescisão contratual do aluno com a empresa
16/4/2017,Logistica 2,não se identificou com o curso
16/4/2017,Gestão da Tecnologia da informação 4,reprovação por falta
16/4/2017,Logistica 4,não se identificou com o curso
16/4/2017,Gestão comercial 2,rescisão contratual do aluno com a empresa
17/4/2017,Designer 1,não se identificou com o curso
17/4/2017,Gestão da Tecnologia da informação 3,reprovação por falta
17/4/2017,Jogos digitais 4,não se identificou com o curso
17/4/2017,Designer 2,rescisão contratual do aluno com a empresa
18/4/2017,Segurança da informação 4,não se identificou com o curso
18/4/2017,Gestão comercial 1,reprovação por falta
18/4/2017,Jogos digitais 3,não se identificou com o curso
18/4/2017,Gestão comercial 3,rescisão contratual do aluno com a empresa
19/4/2017,Gestão comercial 2,não se identificou com o curso
19/4/2017,Designer 4,reprovação por falta
19/4/2017,Jogos digitais 3,não se identificou com o curso
19/4/2017,Jogos digitais 3,rescisão contratual do aluno com a empresa
20/4/2017,Gestão da Tecnologia da informação 3,não se identificou com o curso
20/4/2017,Gestão da Tecnologia da informação 4,reprovação por falta
20/4/2017,Segurança da informação 3,não se identificou com o curso
20/4/2017,Gestão da Tecnologia da informação 1,rescisão contratual do aluno com a empresa
21/4/2017,Segurança da informação 3,não se identificou com o curso
21/4/2017,Análise e desenvolvimento de sistemas 4,reprovação por falta
21/4/2017,Segurança da informação 3,não se identificou com o curso
21/4/2017,Logistica 2,rescisão contratual do aluno com a empresa
22/4/2017,Análise e desenvolvimento de sistemas 4,não se identificou com o curso
22/4/2017,Análise e desenvolvimento de sistemas 3,reprovação por falta
22/4/2017,Análise e desenvolvimento de sistemas 2,não se identificou com o curso
22/4/2017,Jogos digitais 2,rescisão contratual do aluno com a empresa
23/4/2017,Logistica 1,não se identificou com o curso
23/4/2017,Análise e desenvolvimento de sistemas 3,reprovação por falta
23/4/2017,Logistica 3,não se identificou com o curso
23/4/2017,Designer 1,rescisão contratual do aluno com a empresa
24/4/2017,Análise e desenvolvimento de sistemas 1,não se identificou com o curso
24/4/2017,Gestão comercial 4,reprovação por falta
24/4/2017,Segurança da informação 2,não se identificou com o curso
24/4/2017,Gestão comercial 1,rescisão contratual do aluno com a empresa
25/4/2017,Logistica 3,não se identificou com o curso
25/4/2017,Análise e desenvolvimento de sistemas 3,reprovação por falta
25/4/2017,Designer 3,não se identificou com o curso
25/4/2017,Análise e desenvolvimento de sistemas 2,rescisão contratual do aluno com a empresa
26/4/2017,Segurança da informação 2,não se identificou com o curso
26/4/2017,Designer 1,reprovação por falta
26/4/2017,Análise e desenvolvimento de sistemas 2,não se identificou com o curso
26/4/2017,Logistica 3,rescisão contratual do aluno com a empresa
27/4/2017,Gestão da Tecnologia da informação 2,não se identificou com o curso
27/4/2017,Jogos digitais 3,reprovação por falta
27/4/2017,Jogos digitais 4,não se identificou com o curso
27/4/2017,Jogos digitais 2,rescisão contratual do aluno com a empresa
28/4/2017,Gestão da Tecnologia da informação 1,não se identificou com o curso
28/4/2017,Jogos digitais 2,reprovação por falta
28/4/2017,Logistica 4,não se identificou com o curso
28/4/2017,Designer 3,rescisão contratual do aluno com a empresa
29/4/2017,Jogos digitais 2,não se identificou com o curso
29/4/2017,Análise e desenvolvimento de sistemas 2,reprovação por falta
29/4/2017,Jogos digitais 4,não se identificou com o curso
29/4/2017,Análise e desenvolvimento de sistemas 1,rescisão contratual do aluno com a empresa
30/4/2017,Segurança da informação 2,não se identificou com o curso
30/4/2017,Jogos digitais 4,reprovação por falta
30/4/2017,Logistica 2,não se identificou com o curso
1/5/2017,Designer 2,não se identificou com o curso
1/5/2017,Gestão da Tecnologia da informação 2,reprovação por falta
1/5/2017,Jogos digitais 5,não se identificou com o curso
2/5/2017,Designer 2,não se identificou com o curso
2/5/2017,Análise e desenvolvimento de sistemas 1,reprovação por falta
2/5/2017,Jogos digitais 2,não se identificou com o curso
3/5/2017,Segurança da informação 1,não se identificou com o curso
3/5/2017,Segurança da informação 2,reprovação por falta
3/5/2017,Gestão da Tecnologia da informação 2,não se identificou com o curso
4/5/2017,Segurança da informação 3,não se identificou com o curso
4/5/2017,Logistica 4,reprovação por falta
4/5/2017,Jogos digitais 4,não se identificou com o curso
5/5/2017,Gestão da Tecnologia da informação 4,não se identificou com o curso
5/5/2017,Jogos digitais 5,reprovação por falta
5/5/2017,Gestão da Tecnologia da informação 2,não se identificou com o curso
6/5/2017,Logistica 4,não se identificou com o curso
6/5/2017,Jogos digitais 5,reprovação por falta
6/5/2017,Segurança da informação 2,não se identificou com o curso
7/5/2017,Logistica 3,não se identificou com o curso
7/5/2017,Segurança da informação 1,reprovação por falta
7/5/2017,Logistica 1,não se identificou com o curso
8/5/2017,Gestão comercial 3,não se identificou com o curso
8/5/2017,Designer 3,reprovação por falta
8/5/2017,Análise e desenvolvimento de sistemas 1,não se identificou com o curso
9/5/2017,Designer 1,não se identificou com o curso
9/5/2017,Segurança da informação 2,reprovação por falta
9/5/2017,Jogos digitais 2,não se identificou com o curso
10/5/2017,Gestão da Tecnologia da informação 3,não se identificou com o curso
10/5/2017,Jogos digitais 3,reprovação por falta
10/5/2017,Análise e desenvolvimento de sistemas 1,não se identificou com o curso
11/5/2017,Designer 3,não se identificou com o curso
11/5/2017,Gestão comercial 4,reprovação por falta
11/5/2017,Designer 3,não se identificou com o curso
12/5/2017,Designer 2,não se identificou com o curso
12/5/2017,Designer 1,reprovação por falta
12/5/2017,Gestão comercial 3,não se identificou com o curso
13/5/2017,Logistica 4,não se identificou com o curso
13/5/2017,Logistica 1,reprovação por falta
13/5/2017,Logistica 4,não se identificou com o curso
14/5/2017,Gestão da Tecnologia da informação 1,não se identificou com o curso
14/5/2017,Jogos digitais 5,reprovação por falta
14/5/2017,Segurança da informação 1,não se identificou com o curso
15/5/2017,Jogos digitais 1,não se identificou com o curso
15/5/2017,Logistica 3,reprovação por falta
15/5/2017,Análise e desenvolvimento de sistemas 4,não se identificou com o curso
16/5/2017,Gestão comercial 2,não se identificou com o curso
16/5/2017,Análise e desenvolvimento de sistemas 4,reprovação por falta
16/5/2017,Logistica 1,não se identificou com o curso
17/5/2017,Gestão da Tecnologia da informação 3,não se identificou com o curso
17/5/2017,Logistica 2,reprovação por falta
17/5/2017,Gestão comercial 3,não se identificou com o curso
18/5/2017,Segurança da informação 3,não se identificou com o curso
18/5/2017,Segurança da informação 1,reprovação por falta
18/5/2017,Segurança da informação 3,não se identificou com o curso
19/5/2017,Jogos digitais 1,não se identificou com o curso
19/5/2017,Análise e desenvolvimento de sistemas 2,reprovação por falta
19/5/2017,Análise e desenvolvimento de sistemas 4,não se identificou com o curso
20/5/2017,Gestão da Tecnologia da informação 3,não se identificou com o curso
20/5/2017,Gestão comercial 3,reprovação por falta
20/5/2017,Designer 2,não se identificou com o curso
21/5/2017,Designer 2,não se identificou com o curso
21/5/2017,Gestão comercial 4,reprovação por falta
21/5/2017,Designer 3,não se identificou com o curso
22/5/2017,Gestão comercial 4,não se identificou com o curso
22/5/2017,Segurança da informação 1,reprovação por falta
22/5/2017,Logistica 1,não se identificou com o curso
23/5/2017,Análise e desenvolvimento de sistemas 1,não se identificou com o curso
23/5/2017,Jogos digitais 3,reprovação por falta
23/5/2017,Logistica 1,não se identificou com o curso
24/5/2017,Jogos digitais 4,não se identificou com o curso
24/5/2017,Gestão da Tecnologia da informação 1,reprovação por falta
24/5/2017,Segurança da informação 3,não se identificou com o curso
25/5/2017,Gestão comercial 2,não se identificou com o curso
25/5/2017,Gestão da Tecnologia da informação 2,reprovação por falta
25/5/2017,Jogos digitais 5,não se identificou com o curso
26/5/2017,Segurança da informação 1,não se identificou com o curso
26/5/2017,Análise e desenvolvimento de sistemas 3,reprovação por falta
27/5/2017,Jogos digitais 1,não se identificou com o curso
27/5/2017,Gestão comercial 2,reprovação por falta
28/5/2017,Jogos digitais 3,não se identificou com o curso
28/5/2017,Gestão da Tecnologia da informação 2,reprovação por falta
29/5/2017,Segurança da informação 2,não se identificou com o curso
29/5/2017,Designer 3,reprovação por falta
30/5/2017,Jogos digitais 2,não se identificou com o curso
30/5/2017,Jogos digitais 1,reprovação por falta
31/5/2017,Gestão comercial 2,não se identificou com o curso
31/5/2017,Análise e desenvolvimento de sistemas 1,reprovação por falta
1/6/2017,Designer 1,não se identificou com o curso
2/6/2017,Jogos digitais 3,não se identificou com o curso
3/6/2017,Logistica 2,não se identificou com o curso
4/6/2017,Análise e desenvolvimento de sistemas 1,não se identificou com o curso
5/6/2017,Logistica 3,não se identificou com o curso
6/6/2017,Gestão comercial 4,não se identificou com o curso
7/6/2017,Logistica 2,não se identificou com o curso
8/6/2017,Análise e desenvolvimento de sistemas 1,não se identificou com o curso
9/6/2017,Gestão da Tecnologia da informação 3,não se identificou com o curso
10/6/2017,Gestão comercial 2,não se identificou com o curso
11/6/2017,Jogos digitais 5,não se identificou com o curso
12/6/2017,Designer 4,não se identificou com o curso
13/6/2017,Gestão da Tecnologia da informação 4,não se identificou com o curso
14/6/2017,Jogos digitais 2,não se identificou com o curso
15/6/2017,Gestão da Tecnologia da informação 2,não se identificou com o curso
16/6/2017,Logistica 4,não se identificou com o curso
17/6/2017,Designer 3,não se identificou com o curso
18/6/2017,Jogos digitais 1,não se identificou com o curso
19/6/2017,Gestão da Tecnologia da informação 2,não se identificou com o curso
20/6/2017,Jogos digitais 1,não se identificou com o curso
21/6/2017,Logistica 3,não se identificou com o curso
22/6/2017,Análise e desenvolvimento de sistemas 1,não se identificou com o curso
23/6/2017,Segurança da informação 1,não se identificou com o curso
24/6/2017,Gestão comercial 1,não se identificou com o curso
25/6/2017,Gestão da Tecnologia da informação 2,não se identificou com o curso
26/6/2017,Segurança da informação 2,não se identificou com o curso
27/6/2017,Análise e desenvolvimento de sistemas 2,não se identificou com o curso
28/6/2017,Análise e desenvolvimento de sistemas 4,não se identificou com o curso
29/6/2017,Gestão comercial 3,não se identificou com o curso
30/6/2017,Gestão da Tecnologia da informação 2,não se identificou com o curso
1/7/2017,Designer 4,não se identificou com o curso
2/7/2017,Gestão da Tecnologia da informação 4,não se identificou com o curso
3/7/2017,Jogos digitais 3,não se identificou com o curso
4/7/2017,Análise e desenvolvimento de sistemas 1,não se identificou com o curso
5/7/2017,Logistica 1,não se identificou com o curso
6/7/2017,Logistica 3,não se identificou com o curso
7/7/2017,Gestão comercial 2,não se identificou com o curso
8/7/2017,Logistica 4,não se identificou com o curso
9/7/2017,Gestão comercial 2,não se identificou com o curso
10/7/2017,Designer 2,não se identificou com o curso
11/7/2017,Gestão comercial 2,não se identificou com o curso
12/7/2017,Gestão da Tecnologia da informação 4,não se identificou com o curso
13/7/2017,Gestão da Tecnologia da informação 1,não se identificou com o curso
14/7/2017,Análise e desenvolvimento de sistemas 2,não se identificou com o curso
15/7/2017,Designer 1,não se identificou com o curso
16/7/2017,Segurança da informação 1,não se identificou com o curso
17/7/2017,Análise e desenvolvimento de sistemas 1,não se identificou com o curso
18/7/2017,Gestão comercial 2,não se identificou com o curso
19/7/2017,Análise e desenvolvimento de sistemas 4,não se identificou com o curso
20/7/2017,Gestão da Tecnologia da informação 3,não se identificou com o curso
21/7/2017,Segurança da informação 2,não se identificou com o curso
22/7/2017,Gestão da Tecnologia da informação 2,não se identificou com o curso
23/7/2017,Jogos digitais 1,não se identificou com o curso
24/7/2017,Designer 4,não se identificou com o curso
25/7/2017,Gestão da Tecnologia da informação 2,não se identificou com o curso
26/7/2017,Jogos digitais 5,não se identificou com o curso
27/7/2017,Análise e desenvolvimento de sistemas 2,não se identificou com o curso
28/7/2017,Designer 2,não se identificou com o curso
29/7/2017,Análise e desenvolvimento de sistemas 3,não se identificou com o curso
30/7/2017,Gestão comercial 2,não se identificou com o curso
31/7/2017,Segurança da informação 3,não se identificou com o curso
1/8/2017,Gestão da Tecnologia da informação 4,não se identificou com o curso
2/8/2017,Designer 4,não se identificou com o curso
3/8/2017,Logistica 1,não se identificou com o curso
4/8/2017,Análise e desenvolvimento de sistemas 1,não se identificou com o curso
5/8/2017,Segurança da informação 3,não se identificou com o curso
6/8/2017,Segurança da informação 3,não se identificou com o curso
17/9/2017,Jogos digitais 5,motivo de trabalho
18/9/2017,Análise e desenvolvimento de sistemas 4,motivo de trabalho
19/9/2017,Jogos digitais 1,motivo de trabalho
20/9/2017,Gestão comercial 3,motivo de trabalho
21/9/2017,Logistica 1,motivo de trabalho
22/9/2017,Logistica 3,motivo de trabalho
23/9/2017,Designer 3,motivo de trabalho
24/9/2017,Gestão da Tecnologia da informação 2,motivo de trabalho
25/9/2017,Gestão comercial 4,motivo de trabalho
26/9/2017,Jogos digitais 2,motivo de trabalho
27/9/2017,Jogos digitais 3,motivo de trabalho
28/9/2017,Logistica 2,motivo de trabalho
29/9/2017,Jogos digitais 1,motivo de trabalho
30/9/2017,Análise e desenvolvimento de sistemas 1,motivo de trabalho
1/10/2017,Designer 3,motivo de trabalho
2/10/2017,Logistica 1,motivo de trabalho
3/10/2017,Análise e desenvolvimento de sistemas 3,motivo de trabalho
4/10/2017,Gestão da Tecnologia da informação 4,motivo de trabalho
5/10/2017,Segurança da informação 3,motivo de trabalho
6/10/2017,Logistica 1,motivo de trabalho
7/10/2017,Gestão comercial 2,motivo de trabalho
8/10/2017,Jogos digitais 4,motivo de trabalho
9/10/2017,Jogos digitais 2,motivo de trabalho
10/10/2017,Gestão da Tecnologia da informação 3,motivo de trabalho
11/10/2017,Análise e desenvolvimento de sistemas 1,motivo de trabalho
12/10/2017,Análise e desenvolvimento de sistemas 2,motivo de trabalho
13/10/2017,Análise e desenvolvimento de sistemas 2,motivo de trabalho
14/10/2017,Logistica 3,motivo de trabalho
15/10/2017,Gestão da Tecnologia da informação 4,motivo de trabalho
16/10/2017,Logistica 2,motivo de trabalho
17/10/2017,Gestão comercial 1,motivo de trabalho
18/10/2017,Jogos digitais 2,motivo de trabalho
19/10/2017,Gestão da Tecnologia da informação 1,motivo de trabalho
20/10/2017,Jogos digitais 3,motivo de trabalho
21/10/2017,Análise e desenvolvimento de sistemas 1,motivo de trabalho
22/10/2017,Logistica 2,motivo de trabalho
23/10/2017,Segurança da informação 3,motivo de trabalho
24/10/2017,Logistica 4,motivo de trabalho
25/10/2017,Jogos digitais 5,motivo de trabalho
26/10/2017,Designer 2,motivo de trabalho
27/10/2017,Jogos digitais 3,motivo de trabalho
28/10/2017,Designer 2,motivo de trabalho
29/10/2017,Segurança da informação 1,motivo de trabalho
30/10/2017,Segurança da informação 3,motivo de trabalho
31/10/2017,Jogos digitais 2,motivo de trabalho
1/11/2017,Jogos digitais 2,motivo de trabalho
2/11/2017,Segurança da informação 2,motivo de trabalho
3/11/2017,Gestão da Tecnologia da informação 4,motivo de trabalho
4/11/2017,Gestão comercial 2,motivo de trabalho
5/11/2017,Jogos digitais 1,motivo de trabalho
6/11/2017,Jogos digitais 4,motivo de trabalho
7/11/2017,Designer 3,motivo de trabalho
8/11/2017,Gestão comercial 1,motivo de trabalho
9/11/2017,Segurança da informação 3,motivo de trabalho
10/11/2017,Gestão da Tecnologia da informação 4,motivo de trabalho
11/11/2017,Designer 4,motivo de trabalho
12/11/2017,Gestão comercial 3,motivo de trabalho
13/11/2017,Análise e desenvolvimento de sistemas 4,motivo de trabalho
14/11/2017,Gestão da Tecnologia da informação 3,motivo de trabalho
15/11/2017,Jogos digitais 5,motivo de trabalho
16/11/2017,Análise e desenvolvimento de sistemas 4,motivo de trabalho
17/11/2017,Logistica 3,motivo de trabalho
18/11/2017,Gestão comercial 4,motivo de trabalho
19/11/2017,Designer 2,motivo de trabalho
20/11/2017,Segurança da informação 3,motivo de trabalho
21/11/2017,Gestão da Tecnologia da informação 4,motivo de trabalho
22/11/2017,Análise e desenvolvimento de sistemas 4,motivo de trabalho
23/11/2017,Jogos digitais 3,motivo de trabalho
24/11/2017,Análise e desenvolvimento de sistemas 2,motivo de trabalho
25/11/2017,Segurança da informação 3,motivo de trabalho
26/11/2017,Designer 1,motivo de trabalho
27/11/2017,Designer 1,motivo de trabalho
28/11/2017,Gestão comercial 3,motivo de trabalho
29/11/2017,Designer 1,motivo de trabalho
30/11/2017,Designer 3,motivo de trabalho
1/12/2017,Gestão comercial 1,motivo de trabalho
2/12/2017,Segurança da informação 1,motivo de trabalho
3/12/2017,Logistica 3,motivo de trabalho
4/12/2017,Segurança da informação 2,motivo de trabalho
5/12/2017,Segurança da informação 4,reprovação por falta
5/12/2017,Gestão comercial 4,motivo de trabalho
6/12/2017,Gestão comercial 4,reprovação por falta
6/12/2017,Análise e desenvolvimento de sistemas 1,motivo de trabalho
7/12/2017,Logistica 3,reprovação por falta
7/12/2017,Logistica 3,motivo de trabalho
8/12/2017,Designer 4,reprovação por falta
8/12/2017,Análise e desenvolvimento de sistemas 2,motivo de trabalho
9/12/2017,Análise e desenvolvimento de sistemas 4,reprovação por falta
9/12/2017,Gestão comercial 1,motivo de trabalho
10/12/2017,Gestão comercial 4,motivo de estudo
10/12/2017,Gestão comercial 3,reprovação por falta
10/12/2017,Gestão da Tecnologia da informação 3,motivo de trabalho
11/12/2017,Logistica 2,motivo de estudo
11/12/2017,Jogos digitais 1,reprovação por falta
11/12/2017,Designer 2,motivo de trabalho
12/12/2017,Logistica 3,motivo de estudo
12/12/2017,Jogos digitais 4,reprovação por falta
12/12/2017,Logistica 4,motivo de trabalho
13/12/2017,Análise e desenvolvimento de sistemas 1,motivo de estudo
13/12/2017,Gestão da Tecnologia da informação 1,reprovação por falta
13/12/2017,Jogos digitais 2,motivo de trabalho
14/12/2017,Logistica 4,motivo de estudo
14/12/2017,Análise e desenvolvimento de sistemas 2,reprovação por falta
14/12/2017,Gestão da Tecnologia da informação 4,motivo de trabalho
15/12/2017,Análise e desenvolvimento de sistemas 4,motivo de estudo
15/12/2017,Análise e desenvolvimento de sistemas 1,reprovação por falta
15/12/2017,Designer 3,motivo de trabalho
16/12/2017,Segurança da informação 2,motivo de estudo
16/12/2017,Jogos digitais 2,reprovação por falta
16/12/2017,Análise e desenvolvimento de sistemas 1,motivo de trabalho
17/12/2017,Análise e desenvolvimento de sistemas 1,falta de vale transporte
17/12/2017,Jogos digitais 1,motivo de estudo
17/12/2017,Análise e desenvolvimento de sistemas 4,reprovação por falta
17/12/2017,Análise e desenvolvimento de sistemas 3,motivo de trabalho
18/12/2017,Designer 3,falta de vale transporte
18/12/2017,Segurança da informação 2,motivo de estudo
18/12/2017,Gestão da Tecnologia da informação 3,reprovação por falta
18/12/2017,Gestão da Tecnologia da informação 2,motivo de trabalho
19/12/2017,Análise e desenvolvimento de sistemas 4,falta de vale transporte
19/12/2017,Jogos digitais 4,motivo de estudo
19/12/2017,Jogos digitais 1,reprovação por falta
19/12/2017,Jogos digitais 1,motivo de trabalho
20/12/2017,Designer 1,falta de vale transporte
20/12/2017,Gestão da Tecnologia da informação 3,motivo de estudo
20/12/2017,Segurança da informação 2,reprovação por falta
20/12/2017,Jogos digitais 5,motivo de trabalho
21/12/2017,Jogos digitais 5,falta de vale transporte
21/12/2017,Gestão comercial 1,motivo de estudo
21/12/2017,Gestão da Tecnologia da informação 2,reprovação por falta
21/12/2017,Designer 3,motivo de trabalho
22/12/2017,Análise e desenvolvimento de sistemas 3,falta de vale transporte
22/12/2017,Jogos digitais 3,motivo de estudo
22/12/2017,Análise e desenvolvimento de sistemas 3,reprovação por falta
22/12/2017,Gestão comercial 1,motivo de trabalho
23/12/2017,Designer 3,falta de vale transporte
23/12/2017,Análise e desenvolvimento de sistemas 3,motivo de estudo
23/12/2017,Logistica 3,reprovação por falta
23/12/2017,Gestão comercial 2,motivo de trabalho
24/12/2017,Designer 2,falta de vale transporte
24/12/2017,Logistica 1,motivo de estudo
24/12/2017,Designer 4,reprovação por falta
24/12/2017,Designer 1,motivo de trabalho
25/12/2017,Designer 2,falta de vale transporte
25/12/2017,Logistica 4,motivo de estudo
25/12/2017,Segurança da informação 2,reprovação por falta
25/12/2017,Jogos digitais 1,motivo de trabalho
26/12/2017,Jogos digitais 5,falta de vale transporte
26/12/2017,Análise e desenvolvimento de sistemas 2,motivo de estudo
26/12/2017,Gestão comercial 1,reprovação por falta
26/12/2017,Gestão da Tecnologia da informação 2,motivo de trabalho
27/12/2017,Logistica 2,falta de vale transporte
27/12/2017,Análise e desenvolvimento de sistemas 1,motivo de estudo
27/12/2017,Segurança da informação 4,reprovação por falta
27/12/2017,Logistica 2,motivo de trabalho
28/12/2017,Logistica 4,falta de vale transporte
28/12/2017,Segurança da informação 2,motivo de estudo
28/12/2017,Gestão da Tecnologia da informação 3,reprovação por falta
28/12/2017,Designer 2,motivo de trabalho
29/12/2017,Gestão da Tecnologia da informação 4,falta de vale transporte
29/12/2017,Designer 3,motivo de estudo
29/12/2017,Análise e desenvolvimento de sistemas 1,reprovação por falta
29/12/2017,Jogos digitais 4,motivo de trabalho
30/12/2017,Logistica 1,falta de vale transporte
30/12/2017,Logistica 1,motivo de estudo
30/12/2017,Segurança da informação 1,reprovação por falta
30/12/2017,Logistica 3,motivo de trabalho
